,subtasks,comments,issue_link_count,outward_count,inward_count,issue_type,priority,log_change_count,estimation_error,estimate_class
321,3,0,0,0,0,Bug,2.0,13.0,0.5,overestimated
322,2,0,0,0,0,Bug,2.0,16.0,-0.8,underestimated
323,2,1,0,0,0,Bug,2.0,20.0,-0.15384615384615385,underestimated
325,0,1,0,0,0,Feature Request,2.0,37.0,0.9941291585127201,overestimated
329,0,3,1,1,0,Task,2.0,23.0,2.0,overestimated
330,0,0,0,0,0,Task,2.0,23.0,-0.75,underestimated
332,0,2,0,0,0,Task,2.0,11.0,-0.8732394366197183,underestimated
333,0,1,1,0,1,Task,2.0,25.0,-0.6666666666666666,underestimated
335,0,2,1,1,0,Task,2.0,24.0,-0.42857142857142855,underestimated
336,0,8,0,0,0,Task,2.0,22.0,1.0,overestimated
337,0,3,4,1,3,Task,2.0,21.0,-0.2545454545454545,underestimated
338,0,0,0,0,0,Task,2.0,12.0,-0.4,underestimated
339,0,10,0,0,0,Task,2.0,28.0,-0.8,underestimated
341,0,7,2,1,1,Enhancement,2.0,20.0,6.0,overestimated
342,0,0,0,0,0,Enhancement,2.0,18.0,2.0,overestimated
343,0,0,0,0,0,Bug,2.0,7.0,-0.6666666666666666,underestimated
344,0,6,2,2,0,Task,2.0,32.0,-0.5,underestimated
345,0,3,0,0,0,Task,2.0,9.0,-0.6666666666666666,underestimated
346,0,1,0,0,0,Bug,2.0,18.0,-0.6666666666666666,underestimated
347,0,2,1,0,1,Task,2.0,17.0,-0.9213483146067416,underestimated
348,0,5,0,0,0,Task,2.0,15.0,0.6666666666666666,overestimated
349,0,0,0,0,0,Task,2.0,13.0,-0.6666666666666666,underestimated
351,0,0,0,0,0,Task,2.0,13.0,-0.4,underestimated
352,0,5,0,0,0,Task,2.0,14.0,2.0,overestimated
353,0,0,0,0,0,Task,2.0,16.0,-0.6666666666666666,underestimated
354,0,0,0,0,0,Task,2.0,15.0,-0.6666666666666666,underestimated
355,0,0,0,0,0,Task,2.0,15.0,-0.6666666666666666,underestimated
356,0,0,1,1,0,Task,2.0,15.0,-0.6666666666666666,underestimated
357,0,0,1,1,0,Task,2.0,19.0,-0.6721311475409836,underestimated
358,0,0,0,0,0,Task,2.0,16.0,-0.6666666666666666,underestimated
359,0,0,1,1,0,Task,2.0,26.0,0.18181818181818182,overestimated
360,0,1,1,1,0,Task,2.0,26.0,-0.75,underestimated
361,0,1,0,0,0,Task,2.0,9.0,-0.6666666666666666,underestimated
362,0,0,1,1,0,Task,2.0,12.0,-0.7692307692307693,underestimated
363,0,5,0,0,0,Task,2.0,17.0,1.0,overestimated
364,0,2,0,0,0,Task,2.0,20.0,-0.25,underestimated
365,0,1,0,0,0,Task,2.0,11.0,2.0,overestimated
366,0,3,0,0,0,Task,2.0,29.0,-0.6666666666666666,underestimated
367,0,2,0,0,0,Task,2.0,14.0,2.0,overestimated
369,0,5,2,1,1,Task,2.0,24.0,6.0,overestimated
370,0,3,0,0,0,Task,2.0,10.0,-0.6666666666666666,underestimated
372,0,1,0,0,0,Task,2.0,16.0,-0.4,underestimated
373,0,2,0,0,0,Task,2.0,11.0,0.9752066115702479,overestimated
374,0,4,0,0,0,Task,2.0,16.0,-0.5,underestimated
376,0,3,0,0,0,Task,2.0,11.0,-0.6666666666666666,underestimated
380,0,1,1,0,1,Task,1.0,10.0,2399.0,overestimated
381,0,1,0,0,0,Publishing Support,2.0,8.0,-0.8273615635179153,underestimated
382,0,1,1,0,1,Publishing Support,2.0,7.0,-0.6363636363636364,underestimated
383,0,1,0,0,0,Sub-task,2.0,4.0,-0.8,underestimated
384,0,0,0,0,0,Sub-task,2.0,4.0,4.0,overestimated
385,3,0,1,0,1,Publishing Support,2.0,9.0,-0.8,underestimated
386,0,3,0,0,0,Publishing Support,2.0,4.0,0.5,overestimated
387,0,1,0,0,0,Publishing Support,2.0,8.0,-0.8620689655172413,underestimated
388,0,9,1,1,0,Improvement,2.0,35.0,-0.6666666666666666,underestimated
390,0,11,1,1,0,Bug,2.0,26.0,-0.9714285714285714,underestimated
391,0,2,0,0,0,Bug,2.0,12.0,-0.8,underestimated
392,0,2,0,0,0,Bug,2.0,9.0,1.0,overestimated
393,0,0,0,0,0,Sub-task,2.0,11.0,0.926829268292683,overestimated
394,0,0,0,0,0,Sub-task,2.0,11.0,-0.8,underestimated
396,0,5,0,0,0,Bug,2.0,22.0,-0.48739495798319327,underestimated
398,0,4,0,0,0,Bug,2.0,15.0,0.42857142857142855,overestimated
400,0,1,0,0,0,Sub-task,2.0,12.0,-0.6363636363636364,underestimated
401,0,1,0,0,0,Sub-task,2.0,14.0,1.3644859813084111,overestimated
402,0,7,0,0,0,Bug,0.0,27.0,13.517241379310345,overestimated
404,0,4,0,0,0,Improvement,2.0,22.0,-0.09523809523809523,underestimated
405,0,2,0,0,0,Bug,2.0,15.0,-0.5245901639344263,underestimated
406,0,1,0,0,0,Sub-task,2.0,16.0,-0.8235294117647058,underestimated
407,0,3,0,0,0,Improvement,2.0,18.0,4.315789473684211,overestimated
408,0,1,0,0,0,Sub-task,2.0,19.0,-0.8888888888888888,underestimated
409,0,2,0,0,0,Sub-task,2.0,12.0,-0.9285714285714286,underestimated
410,0,1,0,0,0,Sub-task,2.0,17.0,0.5531914893617021,overestimated
412,0,1,0,0,0,Improvement,2.0,12.0,-0.4810126582278481,underestimated
413,0,2,0,0,0,Bug,2.0,15.0,1.75,overestimated
414,0,2,0,0,0,Improvement,2.0,14.0,0.4,overestimated
415,0,1,0,0,0,Bug,0.0,9.0,0.5,overestimated
416,0,2,0,0,0,Sub-task,2.0,13.0,1.8918918918918919,overestimated
417,0,0,0,0,0,Sub-task,2.0,20.0,-0.8,underestimated
419,0,0,0,0,0,Improvement,2.0,9.0,-0.6666666666666666,underestimated
420,0,1,0,0,0,Improvement,2.0,12.0,-0.6666666666666666,underestimated
421,0,2,0,0,0,Bug,2.0,11.0,-0.6666666666666666,underestimated
422,0,0,0,0,0,Sub-task,2.0,12.0,-0.875,underestimated
423,0,5,0,0,0,Bug,2.0,20.0,1.0,overestimated
424,0,4,0,0,0,Bug,2.0,19.0,-0.6666666666666666,underestimated
425,0,0,0,0,0,Improvement,2.0,13.0,-0.7755102040816326,underestimated
426,0,2,0,0,0,Bug,2.0,12.0,-0.8,underestimated
427,0,5,0,0,0,Bug,2.0,19.0,-0.9090909090909091,underestimated
428,0,2,0,0,0,Bug,2.0,12.0,1.0,overestimated
429,0,0,0,0,0,Improvement,2.0,10.0,-0.6666666666666666,underestimated
430,0,1,0,0,0,Bug,2.0,12.0,-0.2857142857142857,underestimated
431,0,2,0,0,0,Bug,3.0,11.0,-0.5,underestimated
432,0,2,0,0,0,Bug,2.0,17.0,-0.6666666666666666,underestimated
433,4,1,0,0,0,Improvement,3.0,21.0,-0.7333333333333333,underestimated
434,0,2,0,0,0,Improvement,2.0,23.0,8.786516853932584,overestimated
435,0,1,0,0,0,Sub-task,2.0,24.0,-0.6296296296296297,underestimated
436,0,3,0,0,0,Bug,2.0,17.0,0.4,overestimated
437,0,1,0,0,0,Improvement,2.0,18.0,1.0,overestimated
439,0,2,1,1,0,Bug,0.0,19.0,0.3076923076923077,overestimated
440,0,2,0,0,0,Bug,2.0,15.0,-0.4810126582278481,underestimated
441,0,1,0,0,0,Improvement,2.0,15.0,-0.9655172413793104,underestimated
442,0,0,0,0,0,Improvement,2.0,11.0,14.0,overestimated
444,0,2,0,0,0,Bug,2.0,18.0,0.7272727272727273,overestimated
445,0,2,0,0,0,Bug,1.0,18.0,-0.6046511627906976,underestimated
446,0,1,0,0,0,Bug,0.0,17.0,1.75,overestimated
447,0,1,0,0,0,Bug,2.0,11.0,2.0,overestimated
448,0,1,0,0,0,Bug,3.0,14.0,1.0,overestimated
449,0,2,3,2,1,Bug,1.0,20.0,-0.8235294117647058,underestimated
450,0,2,0,0,0,Bug,2.0,19.0,-0.9090909090909091,underestimated
451,0,2,0,0,0,Bug,2.0,17.0,-0.6206896551724138,underestimated
453,0,2,1,0,1,Bug,2.0,11.0,-0.8235294117647058,underestimated
454,0,2,0,0,0,Bug,3.0,13.0,-0.6046511627906976,underestimated
455,0,0,0,0,0,Sub-task,2.0,14.0,2.4444444444444446,overestimated
456,0,5,0,0,0,Bug,2.0,17.0,1.0,overestimated
457,0,1,0,0,0,Bug,2.0,10.0,-0.09523809523809523,underestimated
458,0,1,1,1,0,Bug,2.0,21.0,-0.6666666666666666,underestimated
459,0,2,0,0,0,Bug,2.0,15.0,-0.9024390243902439,underestimated
460,0,1,0,0,0,Sub-task,2.0,14.0,2.2857142857142856,overestimated
461,0,3,0,0,0,Bug,2.0,14.0,-0.8571428571428571,underestimated
462,0,0,0,0,0,Improvement,3.0,12.0,0.9672131147540983,overestimated
463,0,6,0,0,0,Bug,3.0,22.0,-0.23529411764705882,underestimated
464,0,4,0,0,0,Bug,1.0,28.0,-0.9714285714285714,underestimated
465,0,2,0,0,0,Bug,2.0,15.0,-0.7755102040816326,underestimated
466,0,1,0,0,0,Sub-task,2.0,19.0,-0.8,underestimated
467,0,2,0,0,0,Bug,3.0,20.0,0.3684210526315789,overestimated
468,0,1,0,0,0,Bug,1.0,16.0,-0.2857142857142857,underestimated
469,0,4,0,0,0,Sub-task,2.0,23.0,-0.5454545454545454,underestimated
470,0,3,0,0,0,Sub-task,2.0,14.0,-0.9090909090909091,underestimated
471,0,4,0,0,0,Bug,2.0,20.0,-0.4,underestimated
473,0,2,0,0,0,Bug,2.0,17.0,0.6470588235294118,overestimated
475,0,3,0,0,0,Improvement,2.0,17.0,4.666666666666667,overestimated
476,0,3,0,0,0,Bug,2.0,19.0,0.4,overestimated
477,0,3,0,0,0,Sub-task,0.0,22.0,-0.9970588235294118,underestimated
478,0,2,0,0,0,Bug,3.0,22.0,-0.8311688311688312,underestimated
479,0,2,0,0,0,Bug,2.0,20.0,-0.08,underestimated
482,0,1,0,0,0,Bug,1.0,22.0,-0.7671232876712328,underestimated
483,0,2,0,0,0,Sub-task,2.0,19.0,-0.6666666666666666,underestimated
484,0,1,0,0,0,Bug,2.0,13.0,0.8571428571428571,overestimated
485,0,1,0,0,0,Sub-task,2.0,16.0,1.0,overestimated
486,0,11,0,0,0,Bug,3.0,26.0,-0.6666666666666666,underestimated
487,0,5,0,0,0,Bug,2.0,13.0,-0.2857142857142857,underestimated
488,0,2,1,0,1,Bug,1.0,18.0,-0.7165775401069518,underestimated
489,0,2,1,0,1,Bug,2.0,13.0,-0.8,underestimated
490,0,3,0,0,0,Bug,2.0,20.0,3.4545454545454546,overestimated
491,0,0,0,0,0,Sub-task,2.0,11.0,-0.6666666666666666,underestimated
492,0,1,0,0,0,Sub-task,2.0,11.0,0.14285714285714285,overestimated
493,0,1,0,0,0,Sub-task,2.0,13.0,-0.6956521739130435,underestimated
494,0,3,0,0,0,Bug,2.0,17.0,4.363636363636363,overestimated
495,0,2,0,0,0,Bug,2.0,16.0,16.0,overestimated
496,0,6,0,0,0,Bug,2.0,18.0,6.0,overestimated
497,0,0,0,0,0,Sub-task,2.0,12.0,-0.8,underestimated
498,0,0,0,0,0,Sub-task,2.0,13.0,-0.8,underestimated
499,0,5,0,0,0,Bug,1.0,18.0,4.0,overestimated
500,0,3,0,0,0,Bug,2.0,36.0,-0.3448275862068966,underestimated
501,0,1,0,0,0,Sub-task,2.0,14.0,38.0,overestimated
502,0,1,1,1,0,Improvement,2.0,19.0,0.2222222222222222,overestimated
503,2,4,0,0,0,Improvement,2.0,20.0,-0.9423076923076923,underestimated
504,0,2,0,0,0,Bug,2.0,14.0,0.23711340206185566,overestimated
505,0,1,0,0,0,Sub-task,2.0,19.0,2.0,overestimated
506,0,0,0,0,0,Sub-task,2.0,14.0,2.0,overestimated
507,0,1,0,0,0,Sub-task,2.0,20.0,-0.8,underestimated
508,0,2,0,0,0,Bug,2.0,10.0,-0.5,underestimated
509,0,1,0,0,0,Bug,1.0,10.0,-0.6666666666666666,underestimated
510,1,2,0,0,0,Improvement,2.0,12.0,-0.6666666666666666,underestimated
511,0,2,0,0,0,Sub-task,2.0,21.0,8.666666666666666,overestimated
512,0,3,0,0,0,Bug,2.0,15.0,-0.5245901639344263,underestimated
514,0,1,0,0,0,Sub-task,2.0,14.0,-0.6666666666666666,underestimated
515,0,2,1,0,1,Bug,3.0,12.0,-0.5,underestimated
516,0,4,1,1,0,Bug,0.0,23.0,-0.5454545454545454,underestimated
517,0,3,1,1,0,Bug,2.0,14.0,7.0,overestimated
518,0,1,0,0,0,Sub-task,2.0,18.0,14.0,overestimated
519,0,4,0,0,0,Sub-task,2.0,26.0,-0.9534883720930233,underestimated
520,0,1,0,0,0,Sub-task,2.0,17.0,0.6666666666666666,overestimated
522,0,4,0,0,0,Improvement,3.0,11.0,-0.875,underestimated
523,0,2,0,0,0,Improvement,2.0,15.0,5.0,overestimated
525,0,5,0,0,0,Bug,2.0,14.0,-0.6666666666666666,underestimated
526,0,1,0,0,0,Sub-task,2.0,19.0,-0.5454545454545454,underestimated
527,0,5,0,0,0,Bug,2.0,19.0,0.2857142857142857,overestimated
528,0,3,0,0,0,Bug,2.0,17.0,-0.5,underestimated
530,0,12,0,0,0,Bug,1.0,16.0,-0.75,underestimated
531,0,3,1,1,0,Bug,0.0,12.0,10.0,overestimated
532,0,2,1,0,1,Bug,3.0,11.0,-0.5,underestimated
533,0,4,3,1,2,Bug,2.0,13.0,-0.36363636363636365,underestimated
534,0,3,0,0,0,Bug,2.0,10.0,-0.5,underestimated
535,0,4,0,0,0,Bug,2.0,17.0,0.8181818181818182,overestimated
536,0,3,0,0,0,Sub-task,2.0,12.0,-0.6666666666666666,underestimated
537,0,0,0,0,0,Sub-task,2.0,14.0,-0.8571428571428571,underestimated
538,2,4,2,2,0,Improvement,2.0,12.0,94.0,overestimated
539,0,3,0,0,0,Bug,2.0,16.0,-0.47058823529411764,underestimated
540,0,1,0,0,0,Sub-task,2.0,10.0,-0.5,underestimated
541,0,1,0,0,0,Sub-task,2.0,12.0,-0.5,underestimated
542,0,6,0,0,0,Sub-task,2.0,21.0,2.0,overestimated
543,0,1,0,0,0,Improvement,2.0,12.0,0.4,overestimated
544,0,1,0,0,0,Improvement,2.0,16.0,23.714285714285715,overestimated
545,0,2,0,0,0,Sub-task,2.0,12.0,-0.8571428571428571,underestimated
546,3,4,1,0,1,Improvement,2.0,15.0,1.0,overestimated
547,0,2,1,0,1,Sub-task,2.0,24.0,-0.3333333333333333,underestimated
548,0,4,0,0,0,Improvement,2.0,25.0,2.0,overestimated
550,0,3,0,0,0,Bug,2.0,10.0,-0.5,underestimated
552,0,3,0,0,0,Improvement,2.0,15.0,-0.75,underestimated
553,0,3,1,1,0,Improvement,2.0,20.0,-0.4,underestimated
554,0,0,0,0,0,Improvement,2.0,9.0,-0.6666666666666666,underestimated
555,0,2,0,0,0,Bug,2.0,11.0,-0.5,underestimated
556,0,0,1,1,0,Sub-task,2.0,16.0,-0.9411764705882353,underestimated
562,0,0,0,0,0,Sub-task,2.0,13.0,-0.6666666666666666,underestimated
563,0,0,0,0,0,Sub-task,2.0,14.0,-0.8,underestimated
564,0,0,0,0,0,Sub-task,2.0,16.0,-0.6666666666666666,underestimated
565,0,0,0,0,0,Sub-task,2.0,15.0,-0.9285714285714286,underestimated
567,0,1,2,2,0,Sub-task,2.0,25.0,-0.6666666666666666,underestimated
569,0,1,1,1,0,Sub-task,2.0,24.0,-0.4,underestimated
570,0,1,0,0,0,Sub-task,2.0,24.0,-0.9565217391304348,underestimated
571,0,1,1,1,0,Sub-task,2.0,24.0,-0.5,underestimated
573,0,2,1,0,1,Sub-task,2.0,30.0,-0.6153846153846154,underestimated
574,0,1,0,0,0,Sub-task,2.0,20.0,-0.4,underestimated
579,0,1,0,0,0,Sub-task,2.0,31.0,2.0,overestimated
580,0,1,0,0,0,Sub-task,2.0,31.0,2.0,overestimated
581,0,1,1,1,0,Sub-task,2.0,30.0,-0.4,underestimated
582,0,1,0,0,0,Sub-task,2.0,29.0,-0.7368421052631579,underestimated
583,0,5,1,0,1,Improvement,2.0,13.0,1.0,overestimated
585,0,0,0,0,0,Sub-task,2.0,21.0,-0.6666666666666666,underestimated
587,0,6,0,0,0,Improvement,2.0,19.0,-0.7027027027027027,underestimated
588,0,0,0,0,0,Bug,2.0,4.0,0.6666666666666666,overestimated
589,0,6,0,0,0,Improvement,1.0,24.0,0.8,overestimated
590,0,0,0,0,0,Task,2.0,19.0,-0.3333333333333333,underestimated
592,0,1,0,0,0,New Feature,2.0,24.0,-0.5,underestimated
593,0,1,0,0,0,Improvement,3.0,18.0,0.6666666666666666,overestimated
594,0,1,0,0,0,Task,3.0,29.0,3.0,overestimated
595,0,3,0,0,0,Bug,3.0,29.0,2.4285714285714284,overestimated
596,0,0,0,0,0,Bug,2.0,15.0,1.0,overestimated
597,0,0,0,0,0,Bug,2.0,16.0,1.0,overestimated
598,0,0,0,0,0,Task,2.0,17.0,2.0,overestimated
602,0,1,0,0,0,Task,2.0,19.0,-0.6666666666666666,underestimated
603,0,4,0,0,0,Task,2.0,21.0,-0.03278688524590164,underestimated
604,0,0,0,0,0,Improvement,2.0,18.0,-0.5,underestimated
605,3,4,4,3,1,Bug,1.0,51.0,-0.9952533523199241,underestimated
606,1,3,3,1,2,Bug,4.0,39.0,-0.9770158973376748,underestimated
607,0,1,0,0,0,Bug,2.0,16.0,1.0,overestimated
609,0,0,0,0,0,Bug,2.0,16.0,2.0,overestimated
610,0,0,0,0,0,Bug,2.0,17.0,-0.5,underestimated
611,0,0,0,0,0,Bug,2.0,14.0,-0.6666666666666666,underestimated
612,0,6,1,0,1,Bug,2.0,20.0,-0.6666666666666666,underestimated
614,0,2,1,1,0,Improvement,2.0,19.0,4.0,overestimated
615,0,9,3,2,1,Improvement,2.0,23.0,1.0,overestimated
616,0,1,0,0,0,Story,2.0,56.0,5.412213740458015,overestimated
617,0,3,0,0,0,Bug,1.0,7.0,3.0,overestimated
618,0,0,0,0,0,Bug,0.0,13.0,0.3225806451612903,overestimated
619,0,0,1,1,0,Story,2.0,13.0,-0.7757352941176471,underestimated
620,0,6,1,1,0,Story,2.0,15.0,-0.7474226804123711,underestimated
622,0,1,0,0,0,Story,4.0,25.0,-0.5,underestimated
623,0,0,0,0,0,Task,2.0,12.0,-0.75,underestimated
624,0,0,0,0,0,Sub-task,2.0,10.0,39.0,overestimated
625,0,0,0,0,0,Task,2.0,17.0,79.0,overestimated
626,0,1,0,0,0,New Feature,2.0,19.0,-0.5714285714285714,underestimated
628,0,5,0,0,0,Bug,1.0,21.0,-0.6666666666666666,underestimated
629,0,10,1,0,1,Bug,3.0,33.0,2.0,overestimated
631,0,2,1,0,1,Bug,2.0,27.0,1.0,overestimated
632,0,1,0,0,0,Task,2.0,18.0,-0.6813186813186813,underestimated
633,0,0,0,0,0,Bug,2.0,25.0,-0.6666666666666666,underestimated
634,0,0,0,0,0,Bug,2.0,30.0,-0.6666666666666666,underestimated
635,0,0,0,0,0,Sub-task,2.0,22.0,-0.8,underestimated
637,0,1,0,0,0,Sub-task,2.0,25.0,-0.75,underestimated
638,0,0,0,0,0,Sub-task,2.0,22.0,-0.3333333333333333,underestimated
642,0,0,0,0,0,Sub-task,2.0,21.0,0.5,overestimated
643,0,0,0,0,0,Sub-task,2.0,21.0,-0.5,underestimated
644,0,0,0,0,0,Sub-task,2.0,22.0,-0.4,underestimated
645,0,0,0,0,0,Sub-task,2.0,23.0,-0.8,underestimated
646,0,0,0,0,0,Task,2.0,16.0,-0.5,underestimated
647,0,0,0,0,0,New Feature,2.0,18.0,1.0,overestimated
648,0,0,0,0,0,Sub-task,2.0,18.0,-0.5,underestimated
649,0,0,0,0,0,Sub-task,2.0,17.0,1.0,overestimated
650,0,0,0,0,0,Story,2.0,18.0,1.0,overestimated
651,0,0,0,0,0,Task,2.0,17.0,-0.6666666666666666,underestimated
652,0,1,1,0,1,Bug,1.0,29.0,-0.5,underestimated
654,0,4,2,2,0,Bug,2.0,24.0,1.5,overestimated
655,0,1,0,0,0,Improvement,2.0,15.0,3.0,overestimated
658,0,2,0,0,0,Bug,3.0,18.0,4.0,overestimated
660,0,39,4,1,3,Bug,2.0,56.0,1.5,overestimated
662,0,6,1,0,1,Sub-task,2.0,29.0,-0.5,underestimated
663,0,3,0,0,0,Sub-task,2.0,24.0,1.0,overestimated
667,0,1,0,0,0,Task,2.0,18.0,-0.7368421052631579,underestimated
668,0,0,0,0,0,Task,2.0,9.0,48.526315789473685,overestimated
669,0,1,1,0,1,Sub-task,2.0,9.0,0.6666666666666666,overestimated
671,0,15,1,1,0,Sub-task,1.0,16.0,-0.8333333333333334,underestimated
672,0,1,0,0,0,Story,1.0,8.0,-0.6666666666666666,underestimated
673,0,4,1,1,0,Bug,0.0,10.0,-0.6666666666666666,underestimated
674,0,1,0,0,0,Sub-task,1.0,6.0,-0.6666666666666666,underestimated
675,0,0,0,0,0,Task,0.0,7.0,-0.5,underestimated
676,0,0,0,0,0,Sub-task,1.0,7.0,-0.75,underestimated
677,0,2,0,0,0,Story,1.0,12.0,-0.6666666666666666,underestimated
678,0,1,0,0,0,Story,2.0,8.0,2.0,overestimated
679,0,13,3,1,2,Task,2.0,19.0,-0.75,underestimated
680,0,11,0,0,0,Task,2.0,24.0,1.0,overestimated
681,0,0,0,0,0,Improvement,3.0,7.0,-0.5,underestimated
682,0,1,0,0,0,Sub-task,2.0,6.0,9.707317073170731,overestimated
683,0,2,1,1,0,New Feature,2.0,15.0,-0.05982215036378335,underestimated
684,0,1,1,0,1,Bug,2.0,8.0,-0.22878228782287824,underestimated
685,0,2,0,0,0,New Feature,3.0,12.0,2.0,overestimated
686,0,3,0,0,0,Sub-task,2.0,10.0,58.0,overestimated
687,3,8,1,1,0,New Feature,2.0,23.0,18.0,overestimated
688,0,2,0,0,0,Sub-task,2.0,7.0,-0.5,underestimated
689,0,7,0,0,0,Improvement,2.0,22.0,-0.6666666666666666,underestimated
690,0,2,0,0,0,Technical task,2.0,8.0,3.0,overestimated
692,0,1,0,0,0,Task,0.0,11.0,-0.3333333333333333,underestimated
693,0,0,0,0,0,Sub-task,0.0,9.0,0.5,overestimated
694,0,0,0,0,0,Sub-task,-1.0,7.0,3.0,overestimated
695,0,0,0,0,0,Sub-task,0.0,9.0,-0.3333333333333333,underestimated
696,0,4,0,0,0,Change Request,2.0,22.0,-0.6666666666666666,underestimated
697,0,0,1,0,1,Task,2.0,16.0,-0.3333333333333333,underestimated
698,0,0,0,0,0,Task,2.0,9.0,0.5,overestimated
700,0,5,0,0,0,Sub-task,1.0,13.0,-0.8625592417061612,underestimated
701,0,5,0,0,0,Technical task,2.0,15.0,15.0,overestimated
702,0,3,0,0,0,Technical task,1.0,18.0,-0.5,underestimated
703,0,4,0,0,0,Sub-task,1.0,19.0,0.6666666666666666,overestimated
704,0,3,0,0,0,Sub-task,1.0,9.0,-0.8,underestimated
705,0,4,0,0,0,Task,3.0,13.0,118.0,overestimated
706,0,0,0,0,0,Technical task,1.0,13.0,-0.5294117647058824,underestimated
707,0,4,0,0,0,Sub-task,2.0,12.0,0.5,overestimated
708,0,2,0,0,0,User Story,1.0,15.0,3.0,overestimated
711,0,5,0,0,0,Task,2.0,25.0,-0.8333333333333334,underestimated
712,0,0,0,0,0,Task,2.0,12.0,-0.6666666666666666,underestimated
713,0,0,0,0,0,Task,-1.0,14.0,-0.5,underestimated
714,0,1,0,0,0,Sub-task,-1.0,16.0,-0.5454545454545454,underestimated
715,0,3,1,1,0,Suggestion,2.0,19.0,2.5,overestimated
716,0,4,0,0,0,Bug,1.0,5.0,5.0,overestimated
717,0,4,0,0,0,Improvement,3.0,8.0,8.0,overestimated
718,0,5,0,0,0,Bug,3.0,6.0,-0.8349514563106796,underestimated
719,0,5,0,0,0,Bug,2.0,5.0,8.0,overestimated
720,0,4,0,0,0,New Feature,2.0,6.0,-0.8461538461538461,underestimated
721,0,19,1,1,0,New Feature,2.0,21.0,2.3087971274685817,overestimated
722,0,1,0,0,0,Task,2.0,4.0,-0.6666666666666666,underestimated
723,0,2,2,1,1,Improvement,2.0,25.0,-0.75,underestimated
724,0,0,0,0,0,Sub-task,2.0,10.0,-0.6666666666666666,underestimated
725,0,0,0,0,0,Sub-task,2.0,11.0,2.0,overestimated
728,0,0,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
730,14,0,0,0,0,Bug,2.0,17.0,-0.5276073619631901,underestimated
731,0,0,0,0,0,Sub-task,3.0,10.0,-0.2608695652173913,underestimated
732,0,0,0,0,0,Sub-task,3.0,11.0,1.4285714285714286,overestimated
734,0,0,0,0,0,Sub-task,3.0,8.0,-0.5,underestimated
735,0,0,0,0,0,Sub-task,3.0,10.0,1.1578947368421053,overestimated
736,0,0,0,0,0,Sub-task,3.0,13.0,2.0,overestimated
737,0,0,0,0,0,Sub-task,3.0,8.0,1.6923076923076923,overestimated
738,0,1,0,0,0,Sub-task,3.0,16.0,-0.6666666666666666,underestimated
739,0,0,0,0,0,Sub-task,3.0,11.0,-0.2,underestimated
740,0,1,0,0,0,Sub-task,3.0,9.0,-0.6666666666666666,underestimated
741,0,1,0,0,0,Sub-task,3.0,16.0,-0.6666666666666666,underestimated
742,0,0,0,0,0,Sub-task,3.0,15.0,-0.3333333333333333,underestimated
744,0,0,0,0,0,Sub-task,3.0,9.0,2.0,overestimated
745,0,3,0,0,0,Sub-task,2.0,16.0,-0.8461538461538461,underestimated
746,0,0,0,0,0,Sub-task,2.0,10.0,14.0,overestimated
747,0,0,0,0,0,Sub-task,2.0,11.0,4.0,overestimated
748,0,0,0,0,0,Sub-task,2.0,9.0,-0.6666666666666666,underestimated
749,0,1,0,0,0,Sub-task,2.0,9.0,2.0,overestimated
750,0,0,0,0,0,Sub-task,2.0,13.0,1.0,overestimated
751,0,1,0,0,0,Bug,3.0,24.0,-0.05511811023622047,underestimated
752,0,3,0,0,0,Bug,2.0,25.0,29.0,overestimated
753,0,3,0,0,0,Bug,3.0,12.0,-0.5,underestimated
754,0,3,1,0,1,Improvement,3.0,9.0,2.0,overestimated
755,0,8,0,0,0,Bug,2.0,10.0,28.0,overestimated
756,0,1,0,0,0,Bug,3.0,8.0,3.0,overestimated
757,0,2,0,0,0,Improvement,3.0,8.0,10.0,overestimated
758,0,1,0,0,0,New Feature,2.0,7.0,3.106382978723404,overestimated
759,0,3,2,0,2,Bug,2.0,11.0,10.0,overestimated
762,0,2,0,0,0,Bug,3.0,16.0,-0.6666666666666666,underestimated
763,0,4,0,0,0,Bug,2.0,18.0,-0.6666666666666666,underestimated
764,0,4,0,0,0,New Feature,2.0,15.0,-0.5,underestimated
765,0,0,0,0,0,Refactoring,2.0,5.0,1.0,overestimated
766,1,1,0,0,0,Improvement,2.0,4.0,-0.6666666666666666,underestimated
767,0,2,0,0,0,Bug,3.0,5.0,-0.8,underestimated
768,0,2,0,0,0,Bug,3.0,6.0,-0.5,underestimated
769,0,6,0,0,0,Improvement,3.0,14.0,-0.5,underestimated
770,0,2,0,0,0,Improvement,3.0,4.0,2.0,overestimated
775,0,1,0,0,0,Improvement,3.0,8.0,-0.5,underestimated
776,0,1,1,0,1,Refactoring,2.0,8.0,2.0,overestimated
778,0,1,1,0,1,Bug,3.0,8.0,-0.6666666666666666,underestimated
779,0,1,0,0,0,Bug,3.0,8.0,6.0,overestimated
780,0,16,5,3,2,New Feature,2.0,25.0,-0.9584086799276673,underestimated
781,0,5,1,1,0,New Feature,3.0,12.0,1.25,overestimated
782,0,1,3,3,0,Improvement,3.0,12.0,0.6666666666666666,overestimated
783,0,2,3,1,2,Improvement,3.0,13.0,1.0,overestimated
784,0,4,3,1,2,Improvement,2.0,17.0,2.0,overestimated
